ФИО,Суд,Позиция,Назначен/Освобожден,Комментарий,Тип периода,Период
Жерко Татьяна Ивановна,01-005-03-01,судья,назначен,на время нахождения в социальном отпуске Минченко Натальи Викторовны,на период,
Жерко Татьяна Ивановна,01-003-03-01,судья,освобожден,занимал должность в связи с нахождением в социальном отпуске Литвинчик Оксаны Васильевны,,
Коршун Светлана Александровна,01-015-03-01,судья,назначен,,лет,5
Левчук Виктория Викторовна,01-011-03-01,судья,назначен,,лет,5
Макодай Петр Тодонович,01-003-03-01,заместитель председателя,назначен,,бессрочно,
Панасюк Татьяна Сергеевна,01-000-03-01,судья,назначен,,бессрочно,
Панасюк Татьяна Сергеевна,01-012-03-01,судья,освобожден,,,
Елисеенко Вячеслав Владимирович,02-009-03-01,судья,назначен,,лет,5
Иванова Ольга Анатольевна,02-002-03-03,судья,назначен,,лет,5
Калиниченко Снежана Владимировна,02-003-03-01,судья,назначен,на время нахождения в социальном отпуске Жаровой Ирины Васильевны,на период,
Лях Наталья Викторовна,02-002-03-03,судья,назначен,на время нахождения в социальном отпуске Кораблиной Натальи Вячеславовны,на период,
Сунцова Наталья Анатольевна,02-014-03-01,судья,назначен,,лет,5
Цурина Ольга Владимировна,02-003-03-01,судья,назначен,,лет,5
Андрейчик Жанна Петровна,03-002-03-04,судья,назначен,,лет,5
Дичковская Елена Григорьевна,03-002-03-03,судья,назначен,,лет,5
Купрацевич Виктор Викторович,03-002-03-03,заместитель председателя,назначен,,бессрочно,
Михалькова Людмила Степановна,03-000-03-01,председатель,назначен,,бессрочно,
Ковалева Ольга Чеславовна,04-010-03-01,судья,назначен,,лет,5
Михневич Людмила Эдвардовна,04-017-03-01,судья,назначен,,лет,5
Шилин Александр Сергеевич,04-015-03-01,судья и председатель,назначен,,бессрочно,
Шилин Александр Сергеевич,04-016-03-01,судья,освобожден,,,
Борис Татьяна Викторовна,05-006-03-01,судья,назначен,,лет,5
Конева Светлана Аркадьевна,05-013-03-01,судья,назначен,,лет,5
Кужелева Галина Александровна,06-002-03-01,председатель,назначен,,бессрочно,
Коровина Наталья Владимировна,07-008-03-01,судья,назначен,,лет,5
Павлюченко Дмитрий Иванович,07-007-03-01,судья,назначен,,лет,5
Адамик Дмитрий Сергеевич,04-018-03-01,судья,освобожден,истечение срока полномочий,,
Гладков Владимир Константинович,02-008-03-01,судья,освобожден,выход в отставку,,
Скобелев Василий Валерьевич,Белорусский военный суд,судья,освобожден,по собственному желанию,,
Сологубик Жанна Ивановна,04-015-03-01,председатель,освобожден,истечение срока полномочий,,
Сологубик Жанна Ивановна,04-015-03-01,судья,оставлен в должности,,,

















