tag_code,member_id
2019,26
2019,27
2019,28
2019,30
2019,31
2019,33
2019,34
2019,35
2019,36
2019,38
2019,39
2019,40
2019,41
2019,42
2019,44
2019,45
2019,47
2019,48
2019,49
2019,50
2019,51
2019,52
2019,53
2019,54
2019,55
2019,56
2019,57
2019,58
2019,59
2019,60
2019,61
2019,62
2019,63
2019,64
2019,65
2019,66
2019,67
2019,68
2019,69
2019,70
2019,71
2019,72
2019,73
2019,74
2019,75
2019,76
2019,77
2019,78
2019,79
2019,80
2019,81
2019,82
2019,84
2019,85
2019,86
2019,87
2019,88
2019,91
2019,92
2019,93
2019,94
2019,95
2019,96
2019,97
2019,98
2019,99
2019,100
2019,101
2019,102
2019,103
2019,104
2019,105
2019,106
2019,107
2019,109
2019,110
2019,111
2019,112
2019,114
2019,115
2019,116
2019,117
2019,118
2019,119
2019,120
2019,121
2019,122
2019,123
2019,124
2019,125
2019,126
2019,127
2019,128
2019,129
2019,130
2019,131
2019,132
2019,133
2019,134
2019,137
2019,138
2019,141
2019,146
2019,149
2019,151
2019,156
2019,158
2019,159
2019,160
2019,161
2019,162
2019,163
2019,164
2019,165
2019,166
2019,167
2019,168
2019,169
2019,170
2019,171
2019,172
2019,173
2019,174
2019,175
2019,176
2019,177
2019,178
2019,181
2019,182
2019,183
2019,184
2019,185
2019,187
2019,188
2019,189
2019,190
2019,192
2019,193
2019,194
2019,195
2019,196
2019,197
2019,198
2019,202
2019,206
2019,209
2019,210
2019,211
2019,214
2019,216
2019,217
2019,218
2019,219
2019,220
2019,221
2019,222
2019,223
2019,224
2019,226
2019,227
2019,234
2019,235
2019,244
2019,245
2019,246
2019,252
2019,253
2019,260
2019,261
2019,262
2019,263
2019,264
2019,267
2019,268
2019,269
2019,270
2019,273
2019,274
2019,275
2019,277
2019,279
2019,280
2019,284
2019,285
2019,286
2019,287
2019,289
2019,292
2019,294
2019,297
2019,298
2019,299
2019,300
2019,301
2019,302
2019,305
2019,308
2019,309
2019,310
2019,311
2019,312
2019,313
2019,314
2019,320
2019,325
2019,326
2019,327
2019,328
2019,329
2019,330
2019,331
2019,332
2019,333
2019,334
2019,335
2019,336
2019,337
2019,338
2019,339
2019,340
2019,341
2019,342
2019,343
2019,344
2019,346
2019,347
2019,349
2019,350
2019,359
2019,360
2019,365
2019,377
2019,378
2019,379
2019,380
2019,381
2019,382
2019,383
2019,384
2019,387
2019,388
2019,389
2019,390
2019,391
2019,392
2019,393
2019,395
2019,397
2019,398
2019,399
2019,400
2019,401
2019,402
2019,403
2019,405
2019,406
2019,407
2019,410
2019,411
2019,412
2019,413
2019,431
2019,432
2019,433
2019,435
2019,437
2019,438
2019,439
2019,442
2019,444
2019,446
2019,447
2019,448
2019,449
2019,451
2019,452
2019,454
2019,456
2019,457
2019,458
2019,459
2019,460
2019,461
2019,462
2019,463
2019,466
2019,467
2019,468
2019,469
2019,470
2019,471
2019,472
2019,473
2019,474
2019,476
2019,477
2019,478
2019,479
2019,480
2019,481
2019,482
2019,488
2019,489
2019,490
2019,496
2019,498
2019,503
2019,506
2019,509
2019,510
2019,521
2019,522
2019,530
2019,535
2019,537
2019,548
2019,549
2019,550
2019,551
2019,553
2019,554
2019,555
2019,556
2019,560
2019,561
2019,562
2019,563
2019,564
2019,565
2019,567
2019,568
2019,581
2019,583
2019,587
2019,588
2019,589
2019,590
2019,592
2019,593
2019,598
2019,599
2019,601
2019,604
2019,619
2019,621
2019,623
2019,626
2019,627
2019,628
2019,629
2019,630
2019,631
2019,632
2019,633
2019,634
2019,635
2019,636
2019,637
2019,638
2019,639
2019,640
2019,641
2019,642
2019,643
2019,644
2019,646
2019,647
2019,649
2019,650
2019,652
2019,653
2019,654
2019,656
2019,657
2019,658
2019,669
2019,670
2019,677
2019,679
2019,680
2019,681
2019,683
2019,684
2019,685
2019,687
2019,698
2019,703
2019,704
2019,706
2019,711
2019,715
2019,718
2019,719
2019,729
2019,734
2019,736
2019,743
2019,772
2019,773
2019,774
2019,775
2019,776
2019,777
2019,778
2019,779
2019,781
2019,782
2019,783
2019,784
2019,786
2019,789
2019,792
2019,795
2019,796
2019,797
2019,798
2019,799
2019,801
2019,802
2019,803
2019,804
2019,806
2019,807
2019,808
2019,809
2019,811
2019,812
2019,818
2019,819
2019,820
2019,821
2019,822
2019,834
2019,835
2019,836
2019,839
2019,840
2019,842
2019,843
2019,847
2019,848
2019,849
2019,850
2019,855
2019,858
2019,862
2019,864
2019,865
2019,867
2019,870
2019,874
2019,877
2019,886
2019,887
2019,888
2019,889
2019,891
2019,895
2019,896
2019,897
2019,898
2019,899
2019,900
2019,901
2019,902
2019,903
2019,905
2019,906
2019,908
2019,911
2019,912
2019,913
2019,914
2019,915
2019,916
2019,918
2019,920
2019,921
2019,922
2019,924
2019,925
2019,926
2019,927
2019,929
2019,933
2019,934
2019,935
2019,936
2019,937
2019,945
2019,950
2019,952
2019,955
2019,968
2019,973
2019,977
2019,978
2019,979
2019,981
2019,982
2019,983
2019,984
2019,987
2019,988
2019,989
2019,996
2019,1000
2019,1003
2019,1005
2019,1006
2019,1007
2019,1008
2019,1012
2019,1017
2019,1018
2019,1019
2019,1021
2019,1029
2019,1030
2019,1031
2019,1032
2019,1036
2019,1037
2019,1038
2019,1039
2019,1040
2019,1041
2019,1042
